RESPONSES,LEVEL KOMPETENSI
"Orientasi pada Hasil; a. Dalam melaksanakan SPIP  sistem pengendalian intern pemerintah  mengalami  kenaikan sebesar 6.4  meskipun masih kecil, secara nilai kabupaten ciamis yang dilaksanakan evaluasi oleh inspektorat sudah rata rata dengan SOPD lainnya,  sekretariat sebagai kepanjangan tangan kepala dinas dalam melaksanakan SPIP  berusaha melihat titik titik kelemahan dinas kesehatan yang paling banyak terjadi di  unit kerja bidang dan puskesmas, banyak aturan yang belum terupdate setelah ada  aturan yang baru tersebut disahkan. Demikian juga dengan SDM yang tersedia di  dinas kesehatan belum mencukupi dengan banyak nya jabatan fungsional yang  seharus nya jabatan pelaksana sebagai pengelola program, sehingga upaya nya ada  tugas tambahan untuk jabatan fungsional dalam membantu pengelola program. Para  pengelola program inilah yang lansung terlibat dalam melaksanakan kegiatan SPIP.  b. Membantu dinas kesehatan dalam target pencapaian penanganan vaksinasi covid 19  sebesar 70  akhir tahun 2021, melalui pengaturan penugasan tim dari dinas  kesehatan, puskesmas maupun fasilitas layanan kesehatan lainnya kepada  masyarakat.  c. Penyediaan lokasi lahan relokasi puskesmas Cisaga Tahun 2022, saya sebagai KPA  mencari lokasi lahan dengan bekerjasama dengan apraisal dan pemerintah desa  kecamatan cisaga, hasil nya kesepakatan harga penggantian wajar telah tercapai. ",2
"Orientasi pada Hasil; Pencapaian target penanganan vaksinasi covid 19 pada akhir tahun 2021, yang apabila  tidak tercapai kab.kota akan masuk pada pembatasan wilayah karantina, upaya yang  dilakukan melalui pembagian tim vaksinasi yang melibatkan sektor swasta  fasilitas  pelayanan kesehatan lainnya  dan penyusunan anggaran refocusing dalam  melaksanakan kegiatan tersebut, melakukan koordinasi dalam pemetaan target melalui  door to door ke wilayah permukiman penduduk bersama aparat TNI dan POLRI. Hasilnya  target 70  terlampui. ",2
"Orientasi pada Hasil; Target yang tidak tercapai dalam penyediaan lokasi lahan relokasi puskesmas Panjalu  tahun 2022, yaitu tidak terjadi kesepakatan dalam penggantian harga yang wajar kepada  pemilik lahan, dengan hasil tersebut dilakukan rapat pembahasan ulang dengan pa.sekda  untuk mencari lahan relokasi yang baru dengan penganggaran pada tahun 2023, karena  secara sistematis proses pengadaan tanah tidak memungkinkan di laksanakan kembali di  tahun 2022, sehingga anggaran pengadaan tanah untuk relokasi puskesmas panjalu di  luncurkan kembali di tahun 2023. Sosialisasi dilakukan kembali di akhir tahun 2022,  sehingga pada tahun 2023 proses pemahaman sosialisasi ke masyarakat  lokasi tanah  sudah terbentuk dan bisa mempersingkat proses pengadaan tanah tanpa menyalahi  aturan dan sistematika. Sehingga pembangunan puskesmas panjalu tahun 2023 ini dapat  dilaksanakan. ",2
"Orientasi pada Hasil; Berhasil melakukan komunikasi dengan BPKD terkait dengan proses pencairan dalam  keterbatasan anggaran diakhir tahun anggaran. Melakukan komunikasi dengan Kepala  BPKD sekaligus juga dengan Sekretaris BPKD serta Kepala Bidang Anggaran BPKD,  meminta agar proses pencairan anggaran kepada pihak ketiga di akhir tahun lebih  didahulukan ke pekerjaan yang telah selesai lebih awal, baru dilanjutkan ke tahapan  pencairan selanjutnya bagi pekerjaan yang telah selesai diakhir waktu habisnya tahun  anggaran. Walaupun pembayarannya disebrangkan ditahun anggaran berikutnya, saya  meminta agar pembayaran tidak melebihi bulan januari 2023. tp semua pembayaran terealisasi dan tidak terjadi konflik antar pihak.  Semua tersebut tercapai dari kerjasama tim serta motivasi dari kepala dinas agar  semuanya terlaksana. Dan hasil semuanya dilaporkan kepada pimpinan sebagai bahan  evaluasi kepala dinas.  ",2
"Orientasi pada Hasil; Mengedukasi serta memberi pemahaman kepada masyarakat pada umumnya serta  kepada media LSM khususnya akan kedudukan Dinas PUPRP. Bahwa Dinas PUPRP  sebagai salah satu dinas yang memberikan layanan publik berupa insfrastruktur yang  menggunakan pendekatan rekayasa teknik pada akhirnya menghasilkan hasil karya  putra daerah yang dimanfaatkan oleh masyarakat. Adapun hasil karya dibuat merupakan  hasil buatan yang mendekati kepada rekayasa teknik, dimana tidak akan menghasilkan  hasil yang sesuai dengan ekspektasi pada umumnya, tapi paling tidak mendekati serta  mampu memberikan manfaat banyak kepada masyarakat pada umumnya.  Sehingga pada akhirnya hasil dari pembangunan tersebut lebih banyak dimanfaatkan  oleh masyarakat untuk digunakan sebagai bagian dari peningkatan ekonomi. Dalam prosesnya, saat ini yang terjadi adalah adanya sedikit perubahan paradigma  yang ada dimasyarakat bahwa dinas PUPRP sudah menghasilkan hasil karya yang lebih  banyak manfaatnya bagi masyarakat, dan media LSM lebih sedikit memahami  kedudukan dinas dalam melayani publik di bidang infrastruktur. Bilamana ada informasi  infrastruktur yang belum dan tidak terlayani, maka terjadi komunikasi kepada saya yang  akan ditindaklanjuti kepada bidang teknis untuk segera ditindaklanjuti.  Hasil dari diskusi edukasi tersebut selalu disampaikan dilaporkan kepada pimpinan  sebagai bahan informasi pengambilan kebijakan preventif yang akan dilakukan oleh  pimpinan.",2
"Orientasi pada Hasil; Pernah terjadi dan sampai dengan saat ini masih dalam tahap edukasi dan  pengembangan, yaitu pembangunan database di Dinas PUPRP yang pada nantinya  akan dimanfaatkan oleh setiap pegawai dinas.  Memerintahkan kepada kasubag program perencanaan dengan timnya untuk membuat  basis data dengan memanfaatkan teknologi informasi yang tersedia gratis, yaitu gsheet ataupun gform. Dimana gsheet ataupun gform dapat diinput oleh bidang teknis yang  pada akhirnya basis data tersebut dapat dimanfaatkan sebagai laporan. Dalam  pengisian gsheet gform saya juga memerintahkan ke kepala bidang teknis serta tim  teknisnya untuk dapat segera meng inputnya agar basis data dapat tersusun dan dapat  digunakan laporan. Namun dikarenakan kesibukan pada tim kerja bidang, maka sampai  dengan saat ini input terhadap basis data mengalami keterlambatan.  Dengan kejadian keterlambatan dimaksud, maka setiap waktu dan setiap saat dilakukan  cek ricek terhadap hasil inputan dimaksud, bilamana masih kurang dari hasil inputan,  maka diperintahkan kepada Kepala Bidang agar tim bidangnya melakukan permintaan  inputan tersebut terealisasi.  Hasil dari capaian tersebut disampaikan dilaporkan kepada pimpinan, agar mendapat  dorongan lebih besar lagi dalam penyelesaiannya, dikarenakan hasil dari penyusunan  basis data tersebut akan diperlukan pula oleh kepala dinas.",2
"Orientasi pada Hasil; Memfasilitasi pembangunan Aplikasi Si Kismis  Sistem Informasi Kartu Indonesia Sehat  Ciamis   Sebagai Koordinator Bidang Administrasi, dengan tugas memfasilitasi seluruh kegiatan  dari mulai menyusun dan membahas rancangan Peraturan Bupati, mengkoordinasikan  pembangunan aplikasi, memfasilitasi pelaksanaan sosialisasi dan peresmian Si Kismis  hingga evaluasi Si Kismis.  Untuk mencapai target tersebut dengan melaksanakan komunikasi, koordinasi dan  konsultasi dengan stakeholder terkait. ",3
Orientasi pada Hasil; Memfasilitasi warga tidak mampu sedang mendapatkan layanan kesehatan di faskes tetapi tidak mampu membiayai perawatan serta tidak mempunyai jaminan kesehatan. Menjalankan tugas   berkoordinasi dengan pemerintah desa kelurahan setempat untuk  menggali potensi swadaya serta baznas untuk biaya pengobatan sebelum mendapatkan  jaminan kesehatan serta memfasilitasi JKN KIS PBI APBD  yang akan aktif pada awal bulan .  Hasil akhir   terfasilitasi JKN KIS PBI APBD ,3
"Orientasi pada Hasil; Pernah.  Pada Tahun 2021 membangun Aplikasi Sisten Pemantauan dan Evaluasi Sembako  Si  Peso  dan sudah diterapkan di Kecamatan Ciamis, aplikasi ini berisi informasi komoditi  bahan pangan yang dijual di e warong serta memudahkan KPM mendapatkan informasi  mengenai jenis, harga dan kualitas bahan pangan. Akan tetapi pada Tahun 2022,  penyaluran bantuan Program Sembako dilaksanakan secara tunai melalui PT Pos. Sesuai  kebijakan dari Kementerian Sosial, KPM belanja komoditi yang telah ditentukan dimana  saja sesuai kebutuhan KPM, sehingga Aplikasi Si Peso tidak digunakan lagi. ",3
"Orientasi pada Hasil;   Bagi saya pencapaian kerja tertinggi adalah apabila pimpinan merasa puas dan  dipercaya pimpinan, rekan kerja nyaman bekerja dan menghargai hasil kerja saya,  masyarakat maupun organisasi lainnya merasa puas tidak ada permasalahan, Hal  ini pernah saya alami, yaitu pada saat saya dilantik menjadi Kepala Kelurahan  Cigembor pada tahun 2008 atas dasar usulan dari LPM, Tokoh Masyarakat, Tokoh  Agama dan Tokoh Pemuda di Kelurahan Cigembor, yang pada waktu itu saya  menjabat sebagai Kasi Pemerintahan Kelurahan Cigembor. Itu menandakan saya  dipercaya oleh masyarakat di Kelurahan Cigembor.    Yang dilakukan adalah dengan bagaimana kita menciptakan suasana kerja yang  nyaman antar rekan kerja, saling menghargai perbedaan rekan kerja dan  masyarakat, saling membantu satu sama lain dalam pekerjaan, memperlakukan  setiap orang dengan adil, Berkomunikasi baik sesama rekan kerja dan  masyarakat, Menghormati waktu rekan kerja, Menggunakan media sosial dengan  bijak dan bertanggungjawab dalam pekerjaan. ",4
"Orientasi pada Hasil;   Target kerja yang paling sulit selama ini adalah Tersedianya Data Kemiskinan  yang valid di TKPKD, karena data kemiskinan banyak sumbernya dan setiaptahun  berubah.   Untuk menyediakan data Kemiskinan yang Valid di TKPKD adalah selalu berupaya  untuk melaksanakan koordinasi dengan Perangkat Daerah terkait serta instansi  terkait lainnya. Penggunaannnya disesuaikan dengan kepentingan organisasi  penyedia kebutuhan masing masing.    Pada akhirnya menyelesaikan target pekerjaan sesuai dengan data yang sudah  tersedia.  ",4
"Orientasi pada Hasil;   Pernah, yaitu Tidak tercapainya Desa Desa di Kecamatan Cisaga lunas PBB 100  dalam 1 Tahun berjalan.    Dari 11 Desa di Kecamatan Cisaga hanya sebanyak 7 Desa yang lunas PBB 100   pada waktu saya bertugas di sana, hal ini dikarenakan oleh faktor internal dan  faktor eksternal. Faktor internal adalah kurangnya pengawasan terhadap kinerja  Perangkat Desa, kurangnya tanggung jawab Perangkat Desa dalam pekerjaan,  Ketidakjujuran petugas pemungut PBB. Faktor Eksternalnya adalah Kesadaran  masyarakat terhadap kewajiban pembayaran PBB masih kurang, Terdapat objek  pajak PBB yang tidak jelas pemiliknya  berpindah pindah tangan tidak tercatat ,  Pemilik Tanah berada di luar kota    Yang dilakukan untuk menyikapinya adalah dengan melakukan Koordinasi dengan  berbagai pihak terkait, inventarisasi program dan kegiatan yang sudah dilakukan,  melakukan penataan ulang rencana program dan kegiatan tahun berikutnya,  pembinaan pegawai  perangkat Desa, Sosialisasi secara masif terkait kegiatan  tersebut dan membuat terobosan terobosan baru.  ",4
"Orientasi pada Hasil; Pencapain kerja tertinggi yaitu Turut mengantarkan Pemerintah Kabupaten Ciamis meraih  penghargaan predikat tertinggi terbaik se Indonesia dalam Penilaian Kepatuhan  Terhadap Standar Pelayanan Publik pada Tahun 2018, yang diselenggarakan oleh  Ombudsman RI, setelah pada 2  dua  tahun sebelumnya mendapat predikat rendah.  Tugas saya waktu itu adalah sebagai Kepala Bagian Organisasi, yang memiliki tugas  pokok merumuskan dan menyusun kebijakan di bidang pelayanan publik. Saya menyusun Tim Kerja Monitoring dan Evaluasi Penyelenggaraan Pelayanan Publik di Lingkungan Pemerintah Kabupaten Ciamis, yang ditetapkan dengan Keputusan Bupati Ciamis.  Untuk mencapai target tersebut, saya merumuskan dan menyusun rencana kerja dan  menyiapkan alat alat kerja yang dibutuhkan. Kemudian melakukan koordinasi, baik  internal maupun eksternal dengan OPD lainnya. Selanjutnya melaksanakan monitoring,  evaluasi dan pendampingan secara mandiri kepada seluruh OPD. Dalam kegiatan  tersebut juga dilakukan self assessment  penilaian mandiri  untuk mengetahui progress  yang dilakukan oleh OPD terkait pemenuhan terhadap standar pelayanan publik. Proses  ini dilakukan secara kontinyu dan berkesinambungan  selama kurang lebih dalam waktu  sebulan  hingga seluruh OPD telah seratus persen melakukan pemenuhan terhadap  standar pelayanan publik.",4
"Orientasi pada Hasil; Target pencapaian hasil evaluasi Akuntabilitas Kinerja Instansi Pemerintah  AKIP  merupakan salah satu target yang cukup sulit tercapai. Bertahun tahun sebelumnya  sebelum tahun 2017, predikat hasil evaluasi AKIP Kabupaten Ciamis adalah  CC   Cukup . Target kerja yang ditetapkan adalah meningkatnya nilai AKIP dengan predikat   B   Baik . Untuk mencapai target yang ditetapkan tersebut, dilakukan dengan menjalin  hubungan koordinasi dan kerjasama dengan berbagai pihak terkait, baik internal lingkup  Pemerintah Kabupaten Ciamis, maupun eksternal dengan Pemerintah Provinsi dan  Kementerian PANRB. Koordinasi dan kerjasama yang dibangun adalah bagaimana  meningkatkan pemahaman dan pengetahun jajaran aparatur Pemerintah Kabupaten  ciamis terkait dengan AKIP. Selain itu juga melakukan pembinaan kepada jajaran OPD  untuk melakukan pembenahan pembenahan terkait komponen komponen SAKIP. Hasilnya pada tahun 2017 Nilai AKIP Kabupaten Ciamis meningkat sangat tajam dan  berhasil mendapat predikat  B   Baik . Saat ini tantangan itu kembali muncul, sampai saat  ini pencapaian hasil evaluasi AKIP Kabupaten Ciamis masih berada pada predikat  B . Sejak tahun 2020 target yang diingin dicapai adalah  BB . Penetapan target  BB  ini cukup  wajar dan rasional, mengingat capaian nilai kinerja AKIP untuk mendapat predikat  BB  sangat dimungkinkan, apalagi saat ini selisih nilai untuk mencapai target  BB  hanya  tinggal 1,10 poin. Dengan kondisi saat ini insya Allah target  BB  akan tercapai tahun 2023 ini. ",4
"Orientasi pada Hasil; Pernah, waktu itu tahun 2016, saat saya menjadi Kepala Bagian Organisasi. Pada tahun  2016 Ombudsman RI sedang melakukan penilaian Kepatuhan Terhadap Standar  Pelayanan Publik di Kabupaten Ciamis. Pada tahun tersebut Kabupaten Ciamis mendapat  predikat rendah  berada pada zona merah  dengan nilai 56. Berangkat dari kondisi  tersebut, maka untuk penilaian tahun 2017 saya menargetkan untuk mendapat predikat  sedang  zona kuning , tetapi pada waktu dilakukan penilaian oleh Ombudsman ternyata  hasilnya tetap mendapat predikat rendah  masih berada pada zona merah  bahkan nilai yang diperoleh mengalami penurunan yaitu 54.  Ada beberapa hal yang membuat target tersebut tidak tercapai, antara lain  a. Pemahaman mengenai kepatuhan terhadap standar pelayanan publik masih kurang  b. Koordinasi, monitoring dan evaluasi kepada OPD masih kurang optimal.  c. Komitmen dari seluruh OPD juga masih rendah.  Untuk menyikapi situasi tersebut, beberapa hal yang saya dilakukan   a. Melakukan evaluasi terhadap hasil pencapaian yang lalu, melakukan analisis terhadap kekurangan kelemahan yang ada   b. Meningkatkan kapasitas, pemahaman dan pengetahuan terkait standar pelayanan  publik baik kepada rekan kerja di internal maupun seluruh OPD   c. Membentuk tim kerja dan Meyiapkan alat alat kerja untuk menghadapi penilaian  berikutnya  d. Melakukan monitoring, evaluasi, pendampingan dan penilaian mandiri kepada setiap  OPD terkait pemenuhan terhadap standar pelayanan publik   e. Membangun komitmen kepada seluruh jajaran OPD.  Pada akhirnya pada penilaian tahun 2018 Pemerintah Kabupaten Ciamis mendapat  predikat terbaik dengan nilai tertinggi se Indonesia. ",4
"Orientasi pada Hasil; Pencapai kerja tertinggi saya sejauh ini adalah terus berinovasi menciptakan yang tidak ada menjadi ada. Misalnya, melakukan Penetapan Cagar Budaya yang semula tidak ada menjadi ada, Penetapan Warisan Budaya Takbenda Indonesia dari Kabupaten Ciamis. Menciptakan nada dalam alat musik Kolotik sampai ditetapkan HAKI  Hakcipta Kekayaan Intelektual  Republik Indonesia, Pendataan Situs Cagar Budaya yang tertuang dalam buku Tatar Galuh Ciamis Kota Seribu Situs.",3
"Orientasi pada Hasil; Untuk mewujudkan Situs Galuh Salawe   Cimaragas menjadi objek wisata dimana dibutuhkan lahan untuk akses ke jalan raya sebanyak 2 ha dimana tanah tersebut milik warga. Saya melakukan pendekatan kepada masyarakat, memberikan informasi tentang harapan dan peluang kedepan lokasi tersebut dimana dampaknya sangat positif terhadap masyarakat sekitar Situs Galuh Salawe. Secara bertahap saya bernegosiasi dengan masyarakat, kepala desa serta tokoh setempat untuk mensosialisasikan rencana dimana Situs Galuh Salawe akan dijadikan tempat wisata. Dan Alhamdulillah, tanah tersebut telah menjadi milik Pemerintah Kabupaten Ciamis.",3
Orientasi pada Hasil; Target yang belum tercapai saat ini adalah mengembalikan nama Ciamis menjadi Galuh. Tetapi itu progresnya sudah ada dan sedang berjalan. ,3
"Pelayanan Publik; Hal yang dilakukan untuk memenuhi kebutuhan pelanggan atau pihak lain di internal organisasi, diantaranya  Mendengarkan umpan balik atau feedback dari pelanggan atau pihak lain di internal organisasi Memecahkan masalah pelanggan atau pihak lain di internal organisasi Menunjukkan empati terhadap pelanggan atau pihak lain di internal organisasi Menangani komplain dengan efektif Mempercepat waktu respon Menjalin interaksi dan hubungan baik dengan pelanggan atau pihak lain di internal organisasi Berusaha untuk terus meningkatkan kualitas dan inovasi",3
